Rank,Name,Wallet,Shards,wShards,Odyssey Drop
4295,0x1984…6028,0x1984…6028,0,300,0.890610222
4296,Sachi9860,0x0543…dd86,13000,300,0.890610222
4297,0xe425…6533,0xe425…6533,0,300,0.890610222
4298,0x4197…7608,0x4197…7608,0,300,0.890610222
4299,0xcefc…a933,0xcefc…a933,0,300,0.890610222
4300,0x65ec…47bb,0x65ec…47bb,0,300,0.890610222
4301,0xc790…6880,0xc790…6880,10900,300,0.890610222
4302,wedvbeb,0xde67…100d,4200,300,0.890610222
4303,MD BABU MIA,0x92d3…720f,7800,300,0.890610222
4304,0x9d3a…9102,0x9d3a…9102,0,300,0.890610222
4305,0x1a02…b1ad,0x1a02…b1ad,0,300,0.890610222
4306,rajib0922,0xc636…2246,34000,300,0.890610222
4307,0x8b97…c73c,0x8b97…c73c,0,300,0.890610222
4308,0xd839…187c,0xd839…187c,0,300,0.890610222
4309,ahmed zaki,0xaa0f…4204,11300,300,0.890610222
4310,0x5030…66e4,0x5030…66e4,0,300,0.890610222
4311,Viaulf,0x9e3d…3fa8,27700,300,0.890610222
4312,0xcd29…46e5,0xcd29…46e5,0,300,0.890610222
4313,0x02b9…366f,0x02b9…366f,0,300,0.890610222
4314,0x83f0…05f1,0x83f0…05f1,0,300,0.890610222
4315,0xa485…41b1,0xa485…41b1,0,300,0.890610222
4316,0x2560…2171,0x2560…2171,0,300,0.890610222
4317,0xeedd…ac9c,0xeedd…ac9c,0,300,0.890610222
4318,Anish,0x8657…8ae9,11300,300,0.890610222
4319,0x0d9b…2056,0x0d9b…2056,0,300,0.890610222
4320,0x8de5…ffb2,0x8de5…ffb2,0,300,0.890610222
4321,0xee50…e8b2,0xee50…e8b2,7700,300,0.890610222
4322,0xd4bb…7bc9,0xd4bb…7bc9,10400,300,0.890610222
4323,rfwewfwf,0xb497…94f8,4200,300,0.890610222
4324,0xb9af…755f,0xb9af…755f,0,300,0.890610222
4325,0x33c9…174f,0x33c9…174f,0,300,0.890610222
4326,Angry0,0x6c70…a993,9000,300,0.890610222
4327,0xf17b…30f8,0xf17b…30f8,8800,300,0.890610222
4328,Vitalii Herasymenko,0x9d04…6c1a,9700,300,0.890610222
4329,0xf97e…1412,0xf97e…1412,0,300,0.890610222
4330,0x2751…db93,0x2751…db93,0,300,0.890610222
4331,0x7d00…82f7,0x7d00…82f7,0,300,0.890610222
4332,0x29b3…ef0e,0x29b3…ef0e,0,300,0.890610222
4333,0xd16a…91e9,0xd16a…91e9,0,300,0.890610222
4334,Tuhin033,0xf4bc…ffc5,10400,300,0.890610222
4335,0x2d36…d43d,0x2d36…d43d,0,300,0.890610222
4336,0xc0bd…e683,0xc0bd…e683,0,300,0.890610222
4337,0x6fc7…5853,0x6fc7…5853,0,300,0.890610222
4338,frerthbgtrgr,0x341d…2b39,4300,300,0.890610222
4339,0x89e6…9380,0x89e6…9380,0,300,0.890610222
4340,0xc5f9…3f07,0xc5f9…3f07,0,300,0.890610222
4341,Dinosaur68,0xab52…edac,9400,300,0.890610222
4342,0x0826…9db7,0x0826…9db7,0,300,0.890610222
4343,0x8735…21cc,0x8735…21cc,0,300,0.890610222
4344,0x1bd8…d74f,0x1bd8…d74f,0,300,0.890610222
4345,0xfd4b…7606,0xfd4b…7606,0,300,0.890610222
4346,0x7da2…4268,0x7da2…4268,0,300,0.890610222
4347,Chubby1,0xb640…a9e0,6600,300,0.890610222
4348,0x7fd8…84fb,0x7fd8…84fb,0,300,0.890610222
4349,0xa61d…b469,0xa61d…b469,0,300,0.890610222
4350,rahuldremz,0x7f01…33eb,9200,300,0.890610222
4351,Cenzo,0x75da…10c1,29700,300,0.890610222
4352,0x8fb9…0884,0x8fb9…0884,0,300,0.890610222
4353,le thanh lam,0xbec3…00da,11200,300,0.890610222
4354,0x14a6…f8d2,0x14a6…f8d2,0,300,0.890610222
4355,0x8bb5…88ab,0x8bb5…88ab,0,300,0.890610222
4356,0x0ceb…715d,0x0ceb…715d,4300,300,0.890610222
4357,0xef21…4856,0xef21…4856,0,300,0.890610222
4358,0xaf63…074c,0xaf63…074c,0,300,0.890610222
4359,0x8500…2987,0x8500…2987,0,300,0.890610222
4360,0x68e1…cbe8,0x68e1…cbe8,0,300,0.890610222
4361,0x41e3…8d62,0x41e3…8d62,0,300,0.890610222
4362,0xfac5…933d,0xfac5…933d,0,300,0.890610222
4363,cuongmix,0x36ec…0028,13700,300,0.890610222
4364,best,0x2517…979e,10800,300,0.890610222
4365,0x9836…a5d7,0x9836…a5d7,0,300,0.890610222
4366,0xfc19…112b,0xfc19…112b,0,300,0.890610222
4367,0x0ddc…b879,0x0ddc…b879,0,300,0.890610222
4368,0xd6bb…0aa5,0xd6bb…0aa5,0,300,0.890610222
4369,Aleksandr,0x6dd4…d290,5000,300,0.890610222
4370,ergebfger,0x751c…e0e2,4200,300,0.890610222
4371,cuongdrm,0xcb98…84d5,11200,300,0.890610222
4372,0xc465…7e51,0xc465…7e51,0,300,0.890610222
4373,elgencertutanot,0x4c6a…6d63,10100,300,0.890610222
4374,weffverr,0xd9e1…cdef,4200,300,0.890610222
4375,0x7f62…42b3,0x7f62…42b3,0,300,0.890610222
4376,fwwefvfver,0x9e8a…f546,4100,300,0.890610222
4377,ravindra8s,0x2465…7e34,9000,300,0.890610222
4378,SATH,0x5bf5…7631,12000,300,0.890610222
4379,0x620b…7a30,0x620b…7a30,0,300,0.890610222
4380,0x5ab1…8298,0x5ab1…8298,0,300,0.890610222
4381,0x4949…5aac,0x4949…5aac,0,300,0.890610222
4382,0x8768…ab68,0x8768…ab68,0,300,0.890610222
4383,0xa601…cdd4,0xa601…cdd4,0,300,0.890610222
4384,0x935d…3613,0x935d…3613,0,300,0.890610222
4385,0x35f2…9310,0x35f2…9310,0,300,0.890610222
4386,0x338a…c37c,0x338a…c37c,0,300,0.890610222
4387,wefgbger,0xf099…b467,4200,300,0.890610222
4388,0xc030…73d5,0xc030…73d5,0,300,0.890610222
4389,Longlee1212,0x1e14…cb60,9600,300,0.890610222
4390,0x2d7a…d01f,0x2d7a…d01f,0,300,0.890610222
4391,0x21a7…0c03,0x21a7…0c03,0,300,0.890610222
4392,0x1ce8…4f46,0x1ce8…4f46,0,300,0.890610222
4393,0x7e22…9d30,0x7e22…9d30,0,300,0.890610222
4394,DiFoxPaw,0x1c04…2c34,10700,300,0.890610222
4395,0x83a4…7868,0x83a4…7868,0,300,0.890610222
4396,0xae51…6171,0xae51…6171,0,300,0.890610222
4397,0xf66a…0a6f,0xf66a…0a6f,0,300,0.890610222
4398,0x03d5…86f2,0x03d5…86f2,0,300,0.890610222
4399,0x8b90…9672,0x8b90…9672,0,300,0.890610222
4400,0xe4a2…262b,0xe4a2…262b,5800,300,0.890610222
4401,0x6766…5313,0x6766…5313,0,300,0.890610222
4402,0xaf08…6f9a,0xaf08…6f9a,0,300,0.890610222
4403,Eugene27088,0x514a…69d1,10500,300,0.890610222
4404,0x82a5…9df4,0x82a5…9df4,0,300,0.890610222
4405,dudus005,0x240e…508c,2500,300,0.890610222
4406,Urmila13,0x0821…fbd0,9700,300,0.890610222
4407,0x8c5f…81c5,0x8c5f…81c5,0,300,0.890610222
4408,0x54ef…be8d,0x54ef…be8d,0,300,0.890610222
4409,0x500c…ed21,0x500c…ed21,0,300,0.890610222
4410,0x3b8f…7cb4,0x3b8f…7cb4,0,300,0.890610222
4411,0x105d…67a2,0x105d…67a2,0,300,0.890610222
4412,gidadsworld10,0x179c…c6a9,10500,300,0.890610222
4413,0x9b42…6f64,0x9b42…6f64,0,300,0.890610222
4414,0x6187…a75b,0x6187…a75b,0,300,0.890610222
4415,triliuner,0xdbdd…baba,12800,300,0.890610222
4416,0x9f83…a271,0x9f83…a271,0,300,0.890610222
4417,0x857d…2a0a,0x857d…2a0a,0,250,0.742175185
4418,Thug,0x72d4…ca80,11300,250,0.742175185
4419,behnam123,0xdd3e…59d1,6500,250,0.742175185
4420,Samtiago,0xf688…7ccd,15800,250,0.742175185
4421,hoo,0x8f6f…7892,32600,250,0.742175185
4422,0xc692…811f,0xc692…811f,0,250,0.742175185
4423,0xb89e…25de,0xb89e…25de,7700,250,0.742175185
4424,awsm,0x7956…3631,9200,250,0.742175185
4425,0x6de0…6be6,0x6de0…6be6,0,250,0.742175185
4426,0x779b…49e1,0x779b…49e1,0,250,0.742175185
4427,Gimme NFT,0x4b4f…0088,31700,250,0.742175185
111,,,0,0,0
4428,0xa915…deda,0xa915…deda,0,250,0.742175185
4429,holy,0x4989…fa2e,33200,250,0.742175185
4430,0x47f6…eeb4,0x47f6…eeb4,0,250,0.742175185
4431,huy,0xf862…a9b8,32500,250,0.742175185
4432,rido,0x232d…ca94,9900,250,0.742175185
4433,chaitu,0xc635…c8b9,32700,250,0.742175185
4434,0xca2d…a139,0xca2d…a139,0,250,0.742175185
4435,0x60a6…af1b,0x60a6…af1b,0,250,0.742175185
4436,Noyon,0x16cd…21ff,9000,250,0.742175185
4437,AARU,0xa229…eb85,11200,250,0.742175185
4438,patron,0x3f36…6a17,9900,250,0.742175185
4439,ANNA,0xf565…e6cb,12100,250,0.742175185
1,Beauty,,0,0,0
4440,0x4c74…36eb,0x4c74…36eb,0,250,0.742175185
4441,0xbd87…9537,0xbd87…9537,0,250,0.742175185
4442,tyyt,0x2890…a8fd,31500,250,0.742175185
4443,0xdda3…36f5,0xdda3…36f5,5100,250,0.742175185
4444,mermer,0xe5a7…df25,9000,250,0.742175185
4445,0xe365…2753,0xe365…2753,0,250,0.742175185
4446,Omomeji63,0x3e3e…4e76,11900,250,0.742175185
4447,0x5ba5…1d09,0x5ba5…1d09,0,250,0.742175185
4448,crush94,0x1c03…af20,9700,250,0.742175185
4449,cvvvgh,0xd6ac…c3c5,34100,250,0.742175185
4450,0x2fed…65d8,0x2fed…65d8,0,250,0.742175185
4451,Muku,0x04e4…0e28,8900,250,0.742175185
4452,babe,0x4e9e…06d1,11100,250,0.742175185
4453,0x6a2d…87c8,0x6a2d…87c8,0,250,0.742175185
4454,0xe29d…c909,0xe29d…c909,0,250,0.742175185
4455,0x9d86…8091,0x9d86…8091,8000,250,0.742175185
4456,kha666666,0x620d…d766,17700,250,0.742175185
4457,0x0e1c…4f73,0x0e1c…4f73,0,250,0.742175185
4458,0xdc19…0e23,0xdc19…0e23,0,250,0.742175185
4459,0x9e76…6eac,0x9e76…6eac,0,250,0.742175185
4460,0x9eb0…b1f7,0x9eb0…b1f7,0,250,0.742175185
4461,wfrrtghretbhr,0x96ad…f4c1,3900,250,0.742175185
4462,tranlinh8,0xa0b2…51ff,11700,250,0.742175185
4463,rojetan00001,0x70e5…dc19,10900,250,0.742175185
4464,Janki shing,0xab93…c0fb,11100,250,0.742175185
4465,hoang,0xe3ab…8a3e,32800,250,0.742175185
4466,tung7306,0x2bcb…8dba,11800,250,0.742175185
4467,0x60a9…0700,0x60a9…0700,0,250,0.742175185
4468,essayy,0xc244…d584,33500,250,0.742175185
4469,0x0518…e5c4,0x0518…e5c4,0,250,0.742175185
4470,MirMar,0x498a…9512,4400,250,0.742175185
4471,Golden Boy,0x099b…4d7a,12300,250,0.742175185
4472,makunga,0x41f5…a100,6300,250,0.742175185
4473,0xf4bd…eb68,0xf4bd…eb68,0,250,0.742175185
4474,KIMIBTC,0xc93f…14bc,6800,250,0.742175185
4475,1234fire,0xbad5…0643,5000,250,0.742175185
4476,0x5d86…f874,0x5d86…f874,0,250,0.742175185
4477,0x1e2c…44fb,0x1e2c…44fb,8600,250,0.742175185
4478,hepha,0xeadd…b1f8,34500,250,0.742175185
4479,0xb910…53b9,0xb910…53b9,0,250,0.742175185
4480,0x135e…adfb,0x135e…adfb,5700,250,0.742175185
4481,0x7008…fb0c,0x7008…fb0c,0,250,0.742175185
4482,Ripan Mia,0x740d…da7b,6500,250,0.742175185
4483,Ishq Nagar 786,0xd129…20dd,8200,250,0.742175185
4484,khanh,0x4759…7387,31900,250,0.742175185
4485,0x4a72…9efb,0x4a72…9efb,0,250,0.742175185
4486,khsadhd,0xf827…6bcc,10700,250,0.742175185
4487,0x32da…d575,0x32da…d575,0,250,0.742175185
4488,ayero93,0xba58…f412,67100,250,0.742175185
4489,Medurik,0x69d5…f7de,40600,200,0.593740148
4490,0xb6e7…9120,0xb6e7…9120,0,200,0.593740148
4491,0x6079…26eb,0x6079…26eb,0,200,0.593740148
4492,0x8680…b5fc,0x8680…b5fc,0,200,0.593740148
4493,0xe9c5…164f,0xe9c5…164f,0,200,0.593740148
4494,0xbd1b…5f58,0xbd1b…5f58,0,200,0.593740148
4495,0x3826…bb07,0x3826…bb07,0,200,0.593740148
4496,0x2ddf…be74,0x2ddf…be74,0,200,0.593740148
4497,0x4483…dc87,0x4483…dc87,0,200,0.593740148
4498,0x224f…9332,0x224f…9332,0,200,0.593740148
4499,0x015e…4a38,0x015e…4a38,0,200,0.593740148
4500,0x90b8…a492,0x90b8…a492,0,200,0.593740148
4501,Shakil Sarker,0xbb59…f219,7000,200,0.593740148
4502,0x0114…ea7e,0x0114…ea7e,0,200,0.593740148
4503,0x676a…c7e2,0x676a…c7e2,0,200,0.593740148
4504,0x73d0…d3b8,0x73d0…d3b8,0,200,0.593740148
4505,0xc8e1…1579,0xc8e1…1579,0,200,0.593740148
4506,0x462c…4e3d,0x462c…4e3d,0,200,0.593740148
4507,0xf403…0c96,0xf403…0c96,0,200,0.593740148
4508,0x9388…e438,0x9388…e438,0,200,0.593740148
4509,0xa78e…252e,0xa78e…252e,0,200,0.593740148
4510,hamada,0xa9d3…3e45,6700,200,0.593740148
4511,0xa65e…4e9d,0xa65e…4e9d,0,200,0.593740148
4512,0x89d6…d1c5,0x89d6…d1c5,0,200,0.593740148
4513,0xbd39…90ef,0xbd39…90ef,0,200,0.593740148
4514,0x6ee8…654d,0x6ee8…654d,0,200,0.593740148
4515,0xecf4…af6a,0xecf4…af6a,0,200,0.593740148
4516,0xbfe5…1ec1,0xbfe5…1ec1,0,200,0.593740148
4517,0x37d6…0686,0x37d6…0686,0,200,0.593740148
4518,0x816f…b834,0x816f…b834,0,200,0.593740148
4519,Przyborleone,0x50c5…37ce,66600,200,0.593740148
4520,0xbcd1…6573,0xbcd1…6573,0,200,0.593740148
4521,uniquecryptopunks,0x9513…74cb,10600,200,0.593740148
4522,0x15d7…9c3d,0x15d7…9c3d,0,200,0.593740148
4523,0x9e2c…0c7e,0x9e2c…0c7e,0,200,0.593740148
4524,CastorTroy,0x8ecd…ad98,32600,200,0.593740148
4525,0xeb53…7066,0xeb53…7066,0,200,0.593740148
4526,0x1484…159c,0x1484…159c,0,200,0.593740148
4527,0x84ea…aa67,0x84ea…aa67,0,200,0.593740148
4528,0x996f…c2b1,0x996f…c2b1,0,200,0.593740148
4529,0xec7f…1972,0xec7f…1972,0,200,0.593740148
4530,0x132d…ffc0,0x132d…ffc0,0,200,0.593740148
4531,0x673f…2326,0x673f…2326,0,200,0.593740148
4532,0x83e6…c3fe,0x83e6…c3fe,0,200,0.593740148
4533,0xad7f…a008,0xad7f…a008,0,200,0.593740148
4534,0xd0e5…6a4b,0xd0e5…6a4b,0,200,0.593740148
4535,0x0cf5…feb7,0x0cf5…feb7,0,200,0.593740148
4536,0x4875…fc45,0x4875…fc45,0,200,0.593740148
4537,0xb4a6…51ac,0xb4a6…51ac,0,200,0.593740148
4538,VayneZ,0xae41…1eae,9800,200,0.593740148
4539,0xc532…44cc,0xc532…44cc,0,200,0.593740148
4540,0x037b…b613,0x037b…b613,0,200,0.593740148
4541,0x0b76…441f,0x0b76…441f,0,200,0.593740148
4542,0xa5e5…b5d3,0xa5e5…b5d3,1600,200,0.593740148
4543,0xd789…ae94,0xd789…ae94,0,200,0.593740148
4544,0x8f48…4e40,0x8f48…4e40,0,200,0.593740148
4545,0x3aee…ffa4,0x3aee…ffa4,0,200,0.593740148
4546,0xb626…e8ec,0xb626…e8ec,0,200,0.593740148
4547,0x4142…6cc6,0x4142…6cc6,0,200,0.593740148
4548,0x1c75…1852,0x1c75…1852,29300,200,0.593740148
4549,kemkem,0x55c2…0ba6,12500,200,0.593740148
4550,0xe9d0…26ee,0xe9d0…26ee,0,200,0.593740148
4551,0x6cf5…15df,0x6cf5…15df,0,200,0.593740148
4552,0xce9f…d514,0xce9f…d514,0,200,0.593740148
4553,hossine,0x9d70…ba09,8400,200,0.593740148
4554,0x17ef…8c8b,0x17ef…8c8b,0,200,0.593740148
4555,0xc310…78fa,0xc310…78fa,0,200,0.593740148
4556,0xfe13…9318,0xfe13…9318,0,200,0.593740148
4557,0xa022…6f27,0xa022…6f27,0,200,0.593740148
4558,0x4b38…1e4b,0x4b38…1e4b,0,200,0.593740148
4559,0xd6f3…6fd8,0xd6f3…6fd8,0,200,0.593740148
4560,Rey Rmdhn,0xf8a0…a35b,15500,200,0.593740148
4561,0x03c8…d7ec,0x03c8…d7ec,0,200,0.593740148
4562,ProfilePage,0x28b2…263a,31400,200,0.593740148
4563,Okichi,0xc636…0713,13200,200,0.593740148
4564,0xe745…61f1,0xe745…61f1,0,200,0.593740148
4565,0x9517…3c34,0x9517…3c34,0,200,0.593740148
4566,0x8ba4…d259,0x8ba4…d259,0,200,0.593740148
4567,0xe384…c13d,0xe384…c13d,0,200,0.593740148
4568,0xa2ae…37c3,0xa2ae…37c3,0,200,0.593740148
4569,0x42f2…cc59,0x42f2…cc59,0,200,0.593740148
4570,0x05a8…7bbd,0x05a8…7bbd,0,200,0.593740148
4571,0xd847…de06,0xd847…de06,0,200,0.593740148
4572,0xaaee…8009,0xaaee…8009,0,200,0.593740148
4573,0xfb13…cfa0,0xfb13…cfa0,0,200,0.593740148
4574,0x4140…14e6,0x4140…14e6,0,200,0.593740148
4575,0x739f…8520,0x739f…8520,0,200,0.593740148
4576,0x5f7f…8fc9,0x5f7f…8fc9,0,200,0.593740148
4577,0xcc95…40d5,0xcc95…40d5,0,200,0.593740148
4578,0xa7db…8e80,0xa7db…8e80,0,200,0.593740148
4579,0x7f9b…4f63,0x7f9b…4f63,0,200,0.593740148
4580,0x29df…e2ea,0x29df…e2ea,0,200,0.593740148
4581,0xe5b9…2cc1,0xe5b9…2cc1,0,200,0.593740148
4582,0xe621…8712,0xe621…8712,0,200,0.593740148
4583,0x39da…d541,0x39da…d541,0,200,0.593740148
4584,0xcace…51ba,0xcace…51ba,0,200,0.593740148
4585,cryptojohnburrer,0x63cb…baee,4500,200,0.593740148
4586,eternaaall,0x160d…cd1a,17600,200,0.593740148
4587,0x782b…b076,0x782b…b076,0,200,0.593740148
4588,0xe6f1…24f2,0xe6f1…24f2,0,200,0.593740148
4589,arnavdremz,0x8502…df4a,8900,200,0.593740148
4590,0xc5ff…80af,0xc5ff…80af,0,200,0.593740148
4591,0xf266…d9f7,0xf266…d9f7,0,200,0.593740148
4592,0xc0c1…75b9,0xc0c1…75b9,0,200,0.593740148
4593,0xb3c3…83bf,0xb3c3…83bf,0,200,0.593740148
4594,0x4a52…ff43,0x4a52…ff43,0,200,0.593740148
4595,0x7673…eae1,0x7673…eae1,0,200,0.593740148
4596,0xf215…dd9c,0xf215…dd9c,0,200,0.593740148
4597,0xef21…0ebe,0xef21…0ebe,0,200,0.593740148
4598,farshidam,0x5099…2419,12000,200,0.593740148
4599,0x2433…85dc,0x2433…85dc,0,200,0.593740148
4600,Queen Raj,0x0c3f…4395,28900,200,0.593740148
4601,0xb695…2c26,0xb695…2c26,0,200,0.593740148
4602,0x7b40…a7ea,0x7b40…a7ea,0,200,0.593740148
4603,0xbbde…dac8,0xbbde…dac8,0,200,0.593740148
4604,kiencoin90,0x8397…f642,10600,200,0.593740148
4605,samurai,0x3098…9342,30200,200,0.593740148
4606,0xc966…4051,0xc966…4051,0,200,0.593740148
4607,0xf6c6…afe4,0xf6c6…afe4,0,200,0.593740148
4608,0x7a8b…14f2,0x7a8b…14f2,0,200,0.593740148
4609,0xefea…9912,0xefea…9912,0,200,0.593740148
4610,0x853a…0a5e,0x853a…0a5e,0,200,0.593740148
4611,0xed9a…fc64,0xed9a…fc64,0,200,0.593740148
4612,0x03aa…0b73,0x03aa…0b73,0,200,0.593740148
4613,Ateng,0x1dd2…b4a3,10400,200,0.593740148
4614,0xc9e0…69fa,0xc9e0…69fa,0,200,0.593740148
4615,0x4a30…46be,0x4a30…46be,0,200,0.593740148
4616,0xb791…fcb5,0xb791…fcb5,0,200,0.593740148
4617,0x06a8…e032,0x06a8…e032,0,200,0.593740148
4618,0xfc05…6a87,0xfc05…6a87,0,200,0.593740148
4619,0x8ac3…5987,0x8ac3…5987,0,200,0.593740148
4620,0xcba6…43e2,0xcba6…43e2,0,200,0.593740148
4621,0x6e12…1ea2,0x6e12…1ea2,0,200,0.593740148
4622,0xbabf…9400,0xbabf…9400,0,200,0.593740148
4623,0x5fbd…bdb8,0x5fbd…bdb8,0,200,0.593740148
4624,0x6a3b…1f00,0x6a3b…1f00,0,200,0.593740148
4625,0x98a0…500e,0x98a0…500e,0,200,0.593740148
4626,0x3ab0…a25a,0x3ab0…a25a,0,200,0.593740148
4627,0x2518…5781,0x2518…5781,0,200,0.593740148
4628,0x5fca…e896,0x5fca…e896,0,200,0.593740148
4629,0x00da…728c,0x00da…728c,0,200,0.593740148
4630,0x1501…72ec,0x1501…72ec,0,200,0.593740148
4631,0xf20e…4c95,0xf20e…4c95,0,200,0.593740148
4632,kinnm2808,0x61dd…372c,66800,200,0.593740148
4633,0xa88a…d893,0xa88a…d893,0,200,0.593740148
4634,0xa19b…1fa7,0xa19b…1fa7,0,200,0.593740148
4635,0x6fbe…f350,0x6fbe…f350,0,200,0.593740148
4636,0xed80…32a4,0xed80…32a4,0,200,0.593740148
4637,0x595a…49c6,0x595a…49c6,0,200,0.593740148
4638,0x59d5…dc56,0x59d5…dc56,0,200,0.593740148
4639,0x6512…c2f5,0x6512…c2f5,0,200,0.593740148
4640,0x915f…3414,0x915f…3414,0,200,0.593740148
4641,poisonguru14,0x9ab6…6860,4300,200,0.593740148
4642,0x4eef…9708,0x4eef…9708,0,200,0.593740148
4643,0x429d…17fb,0x429d…17fb,0,200,0.593740148
4644,0xcebc…6f09,0xcebc…6f09,0,200,0.593740148
4645,0x29b5…2895,0x29b5…2895,0,200,0.593740148
4646,0xb76d…e728,0xb76d…e728,0,200,0.593740148
4647,0x84b1…0558,0x84b1…0558,0,200,0.593740148
4648,Jasykent,0x79a9…5f20,9800,200,0.593740148
4649,king,0x7495…3936,10300,200,0.593740148
4650,0x5d94…826d,0x5d94…826d,0,200,0.593740148
4651,0x1e30…e95c,0x1e30…e95c,0,200,0.593740148
4652,chewy,0x760e…a59e,91700,200,0.593740148
4653,nambk4,0x2eab…199e,9200,200,0.593740148
4654,0x572a…9889,0x572a…9889,0,200,0.593740148
4655,0xf513…0249,0xf513…0249,0,200,0.593740148
4656,0x4efc…48bf,0x4efc…48bf,0,200,0.593740148
4657,Hisoka,0x04e9…61b1,29400,200,0.593740148
4658,0xafb5…f098,0xafb5…f098,0,200,0.593740148
4659,0x5829…2ea3,0x5829…2ea3,0,200,0.593740148
4660,0xfb39…713a,0xfb39…713a,0,200,0.593740148
4661,0x856d…e31b,0x856d…e31b,0,200,0.593740148
4662,0xe923…6270,0xe923…6270,0,200,0.593740148
4663,0xfd43…4dea,0xfd43…4dea,0,200,0.593740148
4664,0x43ec…db94,0x43ec…db94,0,200,0.593740148
4665,0x7225…0913,0x7225…0913,0,200,0.593740148
4666,0x148e…47f1,0x148e…47f1,0,200,0.593740148
4667,wrestler1455,0x7b2e…baab,7900,200,0.593740148
4668,Ayaz Ahmed,0xb672…f781,8200,200,0.593740148
4669,0x6d4e…6618,0x6d4e…6618,0,200,0.593740148
4670,0xd4b8…07d1,0xd4b8…07d1,0,200,0.593740148
4671,0x8a58…aac8,0x8a58…aac8,0,200,0.593740148
4672,0x7497…d7c6,0x7497…d7c6,0,200,0.593740148
4673,0x1bf0…7cf6,0x1bf0…7cf6,0,200,0.593740148
4674,0xa665…66c1,0xa665…66c1,0,200,0.593740148
4675,0xe866…70ea,0xe866…70ea,0,200,0.593740148
4676,0xb0a4…ce79,0xb0a4…ce79,0,200,0.593740148
4677,0xde8d…149e,0xde8d…149e,0,200,0.593740148
4678,0x3737…7121,0x3737…7121,0,200,0.593740148
4679,0x6801…6c2f,0x6801…6c2f,0,200,0.593740148
4680,0x7595…c9a4,0x7595…c9a4,0,200,0.593740148
4681,0x5607…8892,0x5607…8892,0,200,0.593740148
4682,loloo,0x4ada…16f4,8000,200,0.593740148
4683,0x5856…09cc,0x5856…09cc,0,200,0.593740148
4684,0xfefe…49f1,0xfefe…49f1,0,200,0.593740148
4685,0x5569…d939,0x5569…d939,0,200,0.593740148
4686,steev2010,0x7e06…8542,8000,200,0.593740148
4687,boss42314,0x3402…eb35,11800,200,0.593740148
4688,0x12ff…cc49,0x12ff…cc49,0,200,0.593740148
4689,ujefx,0x7588…e0fe,12000,200,0.593740148
4690,0x30fa…0ad4,0x30fa…0ad4,0,200,0.593740148
4691,0xe3db…eb0a,0xe3db…eb0a,0,200,0.593740148
4692,0xf9c8…a87f,0xf9c8…a87f,0,200,0.593740148
4693,0x20db…d4e4,0x20db…d4e4,0,200,0.593740148
4694,Julia@,0xfc4c…efbd,8200,200,0.593740148
4695,0x4f62…640d,0x4f62…640d,0,200,0.593740148
4696,0x56ae…11ba,0x56ae…11ba,0,200,0.593740148
4697,0xcfc6…ed9c,0xcfc6…ed9c,0,200,0.593740148
4698,0x1884…2348,0x1884…2348,0,200,0.593740148
4699,0xe1af…8dbb,0xe1af…8dbb,0,200,0.593740148
4700,0x4548…30ee,0x4548…30ee,0,200,0.593740148
4701,0x071a…66bf,0x071a…66bf,0,200,0.593740148
4702,0x4032…7ef4,0x4032…7ef4,0,200,0.593740148
4703,Posky,0x6f04…78f0,9800,200,0.593740148
4704,0xf18c…43eb,0xf18c…43eb,0,200,0.593740148
4705,0x8ffa…a637,0x8ffa…a637,0,200,0.593740148
4706,0x96e9…3640,0x96e9…3640,0,200,0.593740148
4707,0xb9ea…e462,0xb9ea…e462,0,200,0.593740148
4708,0x0962…aff3,0x0962…aff3,0,200,0.593740148
4709,0x97de…be45,0x97de…be45,0,200,0.593740148
4710,0xbb71…424d,0xbb71…424d,0,200,0.593740148
4711,0xcaa6…7ed8,0xcaa6…7ed8,0,200,0.593740148
4712,0x16be…fe19,0x16be…fe19,0,200,0.593740148
4713,0x1852…39a7,0x1852…39a7,0,200,0.593740148
4714,0x9979…c1ab,0x9979…c1ab,0,200,0.593740148
4715,0x2390…a2af,0x2390…a2af,0,200,0.593740148
4716,0x39f7…f181,0x39f7…f181,0,200,0.593740148
4717,0xb639…005e,0xb639…005e,0,200,0.593740148
4718,0x0347…bbce,0x0347…bbce,0,200,0.593740148
4719,0x4aa5…c6e0,0x4aa5…c6e0,0,200,0.593740148
4720,0x973a…f602,0x973a…f602,0,200,0.593740148
4721,0xd06b…f139,0xd06b…f139,0,200,0.593740148
4722,0x786b…8153,0x786b…8153,0,200,0.593740148
4723,0x4e1e…4b60,0x4e1e…4b60,0,200,0.593740148
4724,daint2510,0x046b…00a3,16000,200,0.593740148
4725,jasmi,0x3503…58b6,30000,200,0.593740148
4726,0xdab9…b600,0xdab9…b600,0,200,0.593740148
4727,0x9dd9…30ea,0x9dd9…30ea,0,200,0.593740148
4728,0xb962…4b56,0xb962…4b56,0,200,0.593740148
4729,0x3822…aaa9,0x3822…aaa9,0,200,0.593740148
4730,0xab4b…1bd4,0xab4b…1bd4,0,200,0.593740148
4731,0x78c6…365e,0x78c6…365e,0,200,0.593740148
4732,cryptochubby,0x3412…46f4,8900,200,0.593740148
4733,0x73ef…2ec3,0x73ef…2ec3,0,200,0.593740148
4734,0x1b27…4959,0x1b27…4959,0,200,0.593740148
